Cliente;Regional2;Gerencia2;SubCanal2;Categoria;Nevera
5064;Regional 1;Gerencia_10;Subcanal_11;Categoria_3;1
5065;Regional 1;Gerencia_10;Subcanal_9;Categoria_3;1
5066;Regional 1;Gerencia_6;Subcanal_2;Categoria_2;1
5067;Regional 1;Gerencia_10;Subcanal_11;Categoria_3;1
5068;Regional 1;Gerencia_10;Subcanal_2;Categoria_3;1
5069;Regional 1;Gerencia_10;Subcanal_3;Categoria_2;0
5070;Regional 1;Gerencia_10;Subcanal_3;Categoria_4;0
5071;Regional 1;Gerencia_10;Subcanal_11;Categoria_4;1
5072;Regional 1;Gerencia_6;Subcanal_6;Categoria_2;1
5073;Regional 1;Gerencia_10;Subcanal_3;Categoria_2;0
5074;Regional 1;Gerencia_10;Subcanal_3;Categoria_2;0
5075;Regional 1;Gerencia_10;Subcanal_3;Categoria_2;0
5076;Regional 1;Gerencia_6;Subcanal_1;Categoria_1;1
5077;Regional 1;Gerencia_10;Subcanal_5;Categoria_3;1
5078;Regional 1;Gerencia_6;Subcanal_3;Categoria_3;1
5079;Regional 1;Gerencia_6;Subcanal_3;Categoria_2;0
5080;Regional 1;Gerencia_10;Subcanal_3;Categoria_2;0
5081;Regional 1;Gerencia_10;Subcanal_3;Categoria_2;0
5082;Regional 1;Gerencia_6;Subcanal_6;Categoria_3;1
5083;Regional 1;Gerencia_10;Subcanal_11;Categoria_3;0
5084;Regional 1;Gerencia_6;Subcanal_3;Categoria_1;0
5085;Regional 1;Gerencia_10;Subcanal_3;Categoria_2;1
5086;Regional 1;Gerencia_6;Subcanal_10;Categoria_2;1
5087;Regional 1;Gerencia_10;Subcanal_3;Categoria_3;1
5088;Regional 1;Gerencia_10;Subcanal_4;Categoria_3;0
5089;Regional 1;Gerencia_10;Subcanal_3;Categoria_2;0
5090;Regional 1;Gerencia_10;Subcanal_3;Categoria_1;0
5091;Regional 1;Gerencia_6;Subcanal_8;Categoria_2;1
5092;Regional 1;Gerencia_10;Subcanal_6;Categoria_2;0
5093;Regional 1;Gerencia_6;Subcanal_3;Categoria_2;1
5094;Regional 1;Gerencia_10;Subcanal_3;Categoria_3;1
5095;Regional 1;Gerencia_10;Subcanal_3;Categoria_3;0
5096;Regional 1;Gerencia_10;Subcanal_3;Categoria_2;0
5097;Regional 1;Gerencia_10;Subcanal_3;Categoria_2;1
5098;Regional 1;Gerencia_10;Subcanal_3;Categoria_3;1
5099;Regional 1;Gerencia_10;Subcanal_4;Categoria_2;1
5100;Regional 1;Gerencia_10;Subcanal_1;Categoria_2;1
5101;Regional 1;Gerencia_6;Subcanal_6;Categoria_2;0
5102;Regional 1;Gerencia_10;Subcanal_3;Categoria_3;0
5103;Regional 1;Gerencia_6;Subcanal_3;Categoria_1;1
5104;Regional 1;Gerencia_10;Subcanal_9;Categoria_1;0
5105;Regional 1;Gerencia_10;Subcanal_11;Categoria_2;0
5106;Regional 1;Gerencia_6;Subcanal_3;Categoria_2;1
5107;Regional 1;Gerencia_10;Subcanal_3;Categoria_2;0
5108;Regional 1;Gerencia_10;Subcanal_3;Categoria_3;1
5109;Regional 1;Gerencia_10;Subcanal_3;Categoria_1;0
5110;Regional 1;Gerencia_10;Subcanal_3;Categoria_2;0
5111;Regional 1;Gerencia_6;Subcanal_5;Categoria_3;1
5112;Regional 1;Gerencia_6;Subcanal_4;Categoria_3;0
5113;Regional 1;Gerencia_6;Subcanal_3;Categoria_1;1
5114;Regional 1;Gerencia_6;Subcanal_4;Categoria_4;1
5115;Regional 1;Gerencia_6;Subcanal_3;Categoria_1;0
5116;Regional 1;Gerencia_6;Subcanal_1;Categoria_3;1
5117;Regional 1;Gerencia_6;Subcanal_9;Categoria_3;0
5118;Regional 1;Gerencia_6;Subcanal_3;Categoria_3;0
5119;Regional 1;Gerencia_6;Subcanal_1;Categoria_3;0
5120;Regional 1;Gerencia_6;Subcanal_5;Categoria_3;1
5121;Regional 1;Gerencia_6;Subcanal_8;Categoria_3;1
5122;Regional 1;Gerencia_6;Subcanal_11;Categoria_3;0
5123;Regional 1;Gerencia_6;Subcanal_11;Categoria_3;0
5124;Regional 1;Gerencia_6;Subcanal_8;Categoria_3;1
5125;Regional 1;Gerencia_6;Subcanal_3;Categoria_2;1
5126;Regional 1;Gerencia_6;Subcanal_11;Categoria_3;0
5127;Regional 1;Gerencia_10;Subcanal_3;Categoria_1;0
5128;Regional 1;Gerencia_6;Subcanal_11;Categoria_2;1
5129;Regional 1;Gerencia_6;Subcanal_1;Categoria_3;1
5130;Regional 1;Gerencia_6;Subcanal_1;Categoria_1;1
5131;Regional 1;Gerencia_6;Subcanal_3;Categoria_2;0
5132;Regional 1;Gerencia_6;Subcanal_3;Categoria_1;0
5133;Regional 1;Gerencia_10;Subcanal_11;Categoria_3;1
5134;Regional 1;Gerencia_6;Subcanal_3;Categoria_1;0
5135;Regional 1;Gerencia_6;Subcanal_1;Categoria_2;1
5136;Regional 1;Gerencia_6;Subcanal_3;Categoria_1;0
5137;Regional 1;Gerencia_6;Subcanal_2;Categoria_1;0
5138;Regional 1;Gerencia_6;Subcanal_3;Categoria_2;0
5139;Regional 1;Gerencia_6;Subcanal_2;Categoria_1;1
5140;Regional 1;Gerencia_10;Subcanal_12;Categoria_4;0
5141;Regional 1;Gerencia_6;Subcanal_3;Categoria_2;0
5142;Regional 1;Gerencia_10;Subcanal_11;Categoria_3;0
5143;Regional 1;Gerencia_6;Subcanal_4;Categoria_4;1
5144;Regional 1;Gerencia_10;Subcanal_3;Categoria_3;1
5145;Regional 1;Gerencia_10;Subcanal_5;Categoria_2;1
5146;Regional 1;Gerencia_10;Subcanal_1;Categoria_3;1
5147;Regional 1;Gerencia_10;Subcanal_3;Categoria_3;0
5148;Regional 1;Gerencia_10;Subcanal_3;Categoria_1;0
5149;Regional 1;Gerencia_10;Subcanal_3;Categoria_3;0
5150;Regional 1;Gerencia_10;Subcanal_11;Categoria_3;0
5151;Regional 1;Gerencia_10;Subcanal_1;Categoria_3;0
5152;Regional 1;Gerencia_6;Subcanal_3;Categoria_2;1
5153;Regional 1;Gerencia_6;Subcanal_3;Categoria_2;0
5154;Regional 1;Gerencia_10;Subcanal_3;Categoria_2;0
5155;Regional 1;Gerencia_6;Subcanal_3;Categoria_2;0
5156;Regional 1;Gerencia_6;Subcanal_3;Categoria_2;0
5157;Regional 1;Gerencia_6;Subcanal_3;Categoria_2;1
5158;Regional 1;Gerencia_6;Subcanal_4;Categoria_2;1
5159;Regional 1;Gerencia_6;Subcanal_2;Categoria_2;1
5160;Regional 1;Gerencia_6;Subcanal_1;Categoria_3;0
5161;Regional 1;Gerencia_6;Subcanal_3;Categoria_2;0
5162;Regional 1;Gerencia_6;Subcanal_1;Categoria_2;1
5163;Regional 1;Gerencia_6;Subcanal_3;Categoria_3;0
5164;Regional 1;Gerencia_6;Subcanal_4;Categoria_3;1
5165;Regional 1;Gerencia_6;Subcanal_10;Categoria_3;1
5166;Regional 1;Gerencia_6;Subcanal_1;Categoria_2;1
5167;Regional 1;Gerencia_6;Subcanal_10;Categoria_2;1
5168;Regional 1;Gerencia_6;Subcanal_3;Categoria_3;0
5169;Regional 1;Gerencia_6;Subcanal_6;Categoria_2;1
5170;Regional 1;Gerencia_6;Subcanal_5;Categoria_2;1
5171;Regional 1;Gerencia_6;Subcanal_3;Categoria_2;0
5172;Regional 1;Gerencia_6;Subcanal_7;Categoria_2;1
5173;Regional 1;Gerencia_6;Subcanal_6;Categoria_2;0
5174;Regional 1;Gerencia_6;Subcanal_1;Categoria_1;0
5175;Regional 1;Gerencia_6;Subcanal_3;Categoria_1;1
5176;Regional 1;Gerencia_6;Subcanal_10;Categoria_2;1
5177;Regional 1;Gerencia_6;Subcanal_3;Categoria_3;0
5178;Regional 1;Gerencia_6;Subcanal_3;Categoria_2;1
5179;Regional 1;Gerencia_6;Subcanal_3;Categoria_1;1
5180;Regional 1;Gerencia_6;Subcanal_3;Categoria_2;0
5181;Regional 1;Gerencia_6;Subcanal_3;Categoria_3;1
5182;Regional 1;Gerencia_6;Subcanal_3;Categoria_2;0
5183;Regional 1;Gerencia_6;Subcanal_3;Categoria_2;0
5184;Regional 1;Gerencia_5;Subcanal_5;Categoria_2;0
5185;Regional 1;Gerencia_6;Subcanal_1;Categoria_2;1
5186;Regional 1;Gerencia_6;Subcanal_1;Categoria_3;1
5187;Regional 1;Gerencia_6;Subcanal_3;Categoria_3;0
5188;Regional 1;Gerencia_6;Subcanal_3;Categoria_3;0
5189;Regional 1;Gerencia_6;Subcanal_5;Categoria_3;1
5190;Regional 1;Gerencia_6;Subcanal_3;Categoria_3;1
5191;Regional 1;Gerencia_6;Subcanal_5;Categoria_4;1
5192;Regional 1;Gerencia_6;Subcanal_5;Categoria_3;1
5193;Regional 1;Gerencia_6;Subcanal_5;Categoria_3;1
5194;Regional 1;Gerencia_6;Subcanal_5;Categoria_5;1
5195;Regional 1;Gerencia_6;Subcanal_1;Categoria_1;1
5196;Regional 1;Gerencia_6;Subcanal_3;Categoria_1;1
5197;Regional 1;Gerencia_10;Subcanal_9;Categoria_2;0
5198;Regional 1;Gerencia_6;Subcanal_1;Categoria_2;0
5199;Regional 1;Gerencia_6;Subcanal_4;Categoria_3;1
5200;Regional 1;Gerencia_6;Subcanal_4;Categoria_2;1
5201;Regional 1;Gerencia_6;Subcanal_3;Categoria_3;1
5202;Regional 1;Gerencia_6;Subcanal_4;Categoria_1;1
5203;Regional 1;Gerencia_6;Subcanal_3;Categoria_1;1
5204;Regional 1;Gerencia_6;Subcanal_3;Categoria_1;1
5205;Regional 1;Gerencia_6;Subcanal_3;Categoria_2;0
5206;Regional 1;Gerencia_6;Subcanal_3;Categoria_3;1
5207;Regional 1;Gerencia_6;Subcanal_10;Categoria_2;1
5208;Regional 1;Gerencia_6;Subcanal_11;Categoria_2;1
5209;Regional 1;Gerencia_6;Subcanal_2;Categoria_1;1
5210;Regional 1;Gerencia_6;Subcanal_3;Categoria_1;0
5211;Regional 1;Gerencia_6;Subcanal_8;Categoria_4;1
5212;Regional 1;Gerencia_6;Subcanal_3;Categoria_2;0
5213;Regional 1;Gerencia_6;Subcanal_3;Categoria_3;0
5214;Regional 1;Gerencia_6;Subcanal_3;Categoria_3;0
5215;Regional 1;Gerencia_6;Subcanal_7;Categoria_3;1
5216;Regional 1;Gerencia_6;Subcanal_3;Categoria_4;1
5217;Regional 1;Gerencia_6;Subcanal_10;Categoria_2;1
5218;Regional 1;Gerencia_6;Subcanal_10;Categoria_2;0
5219;Regional 1;Gerencia_6;Subcanal_3;Categoria_2;0
5220;Regional 1;Gerencia_6;Subcanal_3;Categoria_2;0
5221;Regional 1;Gerencia_6;Subcanal_11;Categoria_2;1
5222;Regional 1;Gerencia_6;Subcanal_3;Categoria_2;0
5223;Regional 1;Gerencia_6;Subcanal_3;Categoria_2;1
5224;Regional 1;Gerencia_6;Subcanal_3;Categoria_2;0
5225;Regional 1;Gerencia_6;Subcanal_11;Categoria_3;1
5226;Regional 1;Gerencia_6;Subcanal_2;Categoria_2;1
5227;Regional 1;Gerencia_6;Subcanal_8;Categoria_2;1
5228;Regional 1;Gerencia_6;Subcanal_16;Categoria_3;1
5229;Regional 1;Gerencia_6;Subcanal_2;Categoria_2;0
5230;Regional 1;Gerencia_6;Subcanal_1;Categoria_2;1
5231;Regional 1;Gerencia_6;Subcanal_1;Categoria_3;1
5232;Regional 1;Gerencia_6;Subcanal_8;Categoria_2;1
5233;Regional 1;Gerencia_6;Subcanal_3;Categoria_2;0
5234;Regional 1;Gerencia_10;Subcanal_3;Categoria_2;0
5235;Regional 1;Gerencia_10;Subcanal_3;Categoria_2;0
5236;Regional 1;Gerencia_10;Subcanal_3;Categoria_3;0
5237;Regional 1;Gerencia_10;Subcanal_3;Categoria_2;0
5238;Regional 1;Gerencia_10;Subcanal_3;Categoria_2;0
5239;Regional 1;Gerencia_10;Subcanal_4;Categoria_3;1
5240;Regional 1;Gerencia_10;Subcanal_3;Categoria_3;1
5241;Regional 1;Gerencia_10;Subcanal_3;Categoria_3;0
5242;Regional 1;Gerencia_10;Subcanal_3;Categoria_2;0
5243;Regional 1;Gerencia_10;Subcanal_3;Categoria_2;0
5244;Regional 1;Gerencia_10;Subcanal_3;Categoria_2;1
5245;Regional 1;Gerencia_10;Subcanal_2;Categoria_1;1
5246;Regional 1;Gerencia_10;Subcanal_5;Categoria_2;1
5247;Regional 1;Gerencia_10;Subcanal_11;Categoria_3;1
5248;Regional 1;Gerencia_10;Subcanal_3;Categoria_2;1
5249;Regional 1;Gerencia_10;Subcanal_11;Categoria_3;1
5250;Regional 1;Gerencia_10;Subcanal_3;Categoria_2;0
5251;Regional 1;Gerencia_10;Subcanal_3;Categoria_1;1
5252;Regional 1;Gerencia_10;Subcanal_3;Categoria_2;1
5253;Regional 1;Gerencia_10;Subcanal_3;Categoria_3;1
5254;Regional 1;Gerencia_10;Subcanal_3;Categoria_3;1
5255;Regional 1;Gerencia_10;Subcanal_11;Categoria_2;0
5256;Regional 1;Gerencia_10;Subcanal_3;Categoria_2;0
5257;Regional 1;Gerencia_10;Subcanal_3;Categoria_2;0
5258;Regional 1;Gerencia_10;Subcanal_3;Categoria_2;0
5259;Regional 1;Gerencia_10;Subcanal_1;Categoria_3;1
5260;Regional 1;Gerencia_6;Subcanal_4;Categoria_3;1
5261;Regional 1;Gerencia_6;Subcanal_4;Categoria_3;0
5262;Regional 1;Gerencia_6;Subcanal_1;Categoria_3;1
5263;Regional 1;Gerencia_6;Subcanal_2;Categoria_3;0
5264;Regional 1;Gerencia_6;Subcanal_3;Categoria_3;0
5265;Regional 1;Gerencia_6;Subcanal_3;Categoria_3;1
5266;Regional 1;Gerencia_6;Subcanal_3;Categoria_3;0
5267;Regional 1;Gerencia_6;Subcanal_10;Categoria_3;1
5268;Regional 1;Gerencia_6;Subcanal_3;Categoria_2;0
5269;Regional 1;Gerencia_6;Subcanal_3;Categoria_3;0
5270;Regional 1;Gerencia_6;Subcanal_3;Categoria_2;1
5271;Regional 1;Gerencia_6;Subcanal_3;Categoria_2;1
5272;Regional 1;Gerencia_6;Subcanal_3;Categoria_2;1
5273;Regional 1;Gerencia_6;Subcanal_3;Categoria_2;1
5274;Regional 1;Gerencia_6;Subcanal_3;Categoria_2;0
5275;Regional 1;Gerencia_6;Subcanal_3;Categoria_3;0
5276;Regional 1;Gerencia_6;Subcanal_1;Categoria_3;1
5277;Regional 1;Gerencia_6;Subcanal_3;Categoria_2;0
5278;Regional 1;Gerencia_6;Subcanal_5;Categoria_2;0
5279;Regional 1;Gerencia_6;Subcanal_3;Categoria_4;0
5280;Regional 1;Gerencia_6;Subcanal_10;Categoria_2;1
5281;Regional 1;Gerencia_6;Subcanal_3;Categoria_2;0
5282;Regional 1;Gerencia_6;Subcanal_3;Categoria_2;0
5283;Regional 1;Gerencia_6;Subcanal_11;Categoria_2;1
5284;Regional 1;Gerencia_6;Subcanal_1;Categoria_1;1
5285;Regional 1;Gerencia_6;Subcanal_3;Categoria_2;0
5286;Regional 1;Gerencia_6;Subcanal_3;Categoria_3;0
5287;Regional 1;Gerencia_6;Subcanal_3;Categoria_2;0
5288;Regional 1;Gerencia_6;Subcanal_3;Categoria_2;0
5289;Regional 1;Gerencia_6;Subcanal_5;Categoria_1;1
5290;Regional 1;Gerencia_6;Subcanal_6;Categoria_2;0
5291;Regional 1;Gerencia_10;Subcanal_3;Categoria_3;0
5292;Regional 1;Gerencia_10;Subcanal_3;Categoria_3;0
5293;Regional 1;Gerencia_10;Subcanal_4;Categoria_3;1
5294;Regional 1;Gerencia_10;Subcanal_3;Categoria_3;0
5295;Regional 1;Gerencia_10;Subcanal_1;Categoria_3;1
5296;Regional 1;Gerencia_10;Subcanal_4;Categoria_3;1
5297;Regional 1;Gerencia_10;Subcanal_2;Categoria_3;1
5298;Regional 1;Gerencia_6;Subcanal_3;Categoria_2;0
5299;Regional 1;Gerencia_6;Subcanal_3;Categoria_3;0
5300;Regional 1;Gerencia_6;Subcanal_11;Categoria_2;1
5301;Regional 1;Gerencia_6;Subcanal_2;Categoria_2;1
5302;Regional 1;Gerencia_6;Subcanal_3;Categoria_3;0
5303;Regional 1;Gerencia_6;Subcanal_3;Categoria_3;1
5304;Regional 1;Gerencia_6;Subcanal_6;Categoria_2;0
5305;Regional 1;Gerencia_6;Subcanal_10;Categoria_3;1
5306;Regional 1;Gerencia_6;Subcanal_3;Categoria_3;1
5307;Regional 1;Gerencia_6;Subcanal_3;Categoria_3;0
5308;Regional 1;Gerencia_6;Subcanal_1;Categoria_2;1
5309;Regional 1;Gerencia_6;Subcanal_3;Categoria_2;0
5310;Regional 1;Gerencia_6;Subcanal_10;Categoria_3;0
5311;Regional 1;Gerencia_10;Subcanal_3;Categoria_2;0
5312;Regional 1;Gerencia_6;Subcanal_11;Categoria_2;1
5313;Regional 1;Gerencia_6;Subcanal_5;Categoria_2;0
5314;Regional 1;Gerencia_6;Subcanal_6;Categoria_2;1
5315;Regional 1;Gerencia_6;Subcanal_3;Categoria_3;0
5316;Regional 1;Gerencia_10;Subcanal_3;Categoria_2;0
5317;Regional 1;Gerencia_6;Subcanal_3;Categoria_3;1
5318;Regional 1;Gerencia_6;Subcanal_12;Categoria_4;1
5319;Regional 1;Gerencia_6;Subcanal_1;Categoria_1;1
5320;Regional 1;Gerencia_6;Subcanal_5;Categoria_3;1
5321;Regional 1;Gerencia_6;Subcanal_4;Categoria_3;1
5322;Regional 1;Gerencia_6;Subcanal_5;Categoria_3;1
5323;Regional 1;Gerencia_10;Subcanal_3;Categoria_3;1
5324;Regional 1;Gerencia_6;Subcanal_3;Categoria_3;1
5325;Regional 1;Gerencia_6;Subcanal_4;Categoria_3;1
5326;Regional 1;Gerencia_10;Subcanal_1;Categoria_3;1
5327;Regional 1;Gerencia_10;Subcanal_8;Categoria_1;0
5328;Regional 1;Gerencia_10;Subcanal_3;Categoria_2;0
5329;Regional 1;Gerencia_10;Subcanal_10;Categoria_6;0
5330;Regional 1;Gerencia_10;Subcanal_11;Categoria_1;0
5331;Regional 1;Gerencia_10;Subcanal_11;Categoria_3;1
5332;Regional 1;Gerencia_10;Subcanal_4;Categoria_5;1
5333;Regional 1;Gerencia_10;Subcanal_3;Categoria_3;0
5334;Regional 1;Gerencia_10;Subcanal_2;Categoria_3;1
5335;Regional 1;Gerencia_10;Subcanal_3;Categoria_4;1
5336;Regional 1;Gerencia_10;Subcanal_5;Categoria_1;1
5337;Regional 1;Gerencia_10;Subcanal_4;Categoria_3;1
5338;Regional 1;Gerencia_10;Subcanal_9;Categoria_6;1
5339;Regional 1;Gerencia_10;Subcanal_10;Categoria_6;0
5340;Regional 1;Gerencia_10;Subcanal_11;Categoria_4;0
5341;Regional 1;Gerencia_10;Subcanal_3;Categoria_5;1
5342;Regional 1;Gerencia_10;Subcanal_11;Categoria_3;1
5343;Regional 1;Gerencia_10;Subcanal_3;Categoria_2;1
5344;Regional 1;Gerencia_10;Subcanal_11;Categoria_2;1
5345;Regional 1;Gerencia_10;Subcanal_3;Categoria_1;0
5346;Regional 1;Gerencia_10;Subcanal_3;Categoria_2;0
5347;Regional 1;Gerencia_10;Subcanal_10;Categoria_3;1
5348;Regional 1;Gerencia_10;Subcanal_4;Categoria_3;1
5349;Regional 1;Gerencia_10;Subcanal_3;Categoria_2;0
5350;Regional 1;Gerencia_10;Subcanal_7;Categoria_2;1
5351;Regional 1;Gerencia_10;Subcanal_11;Categoria_2;0
5352;Regional 1;Gerencia_10;Subcanal_4;Categoria_2;1
5353;Regional 1;Gerencia_10;Subcanal_11;Categoria_3;1
5354;Regional 1;Gerencia_10;Subcanal_11;Categoria_1;1
5355;Regional 1;Gerencia_10;Subcanal_6;Categoria_3;1
5356;Regional 1;Gerencia_10;Subcanal_3;Categoria_3;0
5357;Regional 1;Gerencia_10;Subcanal_8;Categoria_3;1
5358;Regional 1;Gerencia_10;Subcanal_3;Categoria_3;0
5359;Regional 1;Gerencia_10;Subcanal_1;Categoria_3;1
5360;Regional 1;Gerencia_10;Subcanal_11;Categoria_2;1
5361;Regional 1;Gerencia_10;Subcanal_2;Categoria_3;1
5362;Regional 1;Gerencia_10;Subcanal_1;Categoria_2;1
5363;Regional 1;Gerencia_10;Subcanal_10;Categoria_2;0
5364;Regional 1;Gerencia_6;Subcanal_4;Categoria_3;1
5365;Regional 1;Gerencia_6;Subcanal_3;Categoria_1;1
5366;Regional 1;Gerencia_6;Subcanal_3;Categoria_1;0
5367;Regional 1;Gerencia_6;Subcanal_10;Categoria_2;1
5368;Regional 1;Gerencia_6;Subcanal_5;Categoria_2;1
5369;Regional 1;Gerencia_6;Subcanal_6;Categoria_5;1
5370;Regional 1;Gerencia_6;Subcanal_8;Categoria_3;1
5371;Regional 1;Gerencia_6;Subcanal_3;Categoria_2;1
5372;Regional 1;Gerencia_10;Subcanal_5;Categoria_3;0
5373;Regional 1;Gerencia_6;Subcanal_8;Categoria_2;1
5374;Regional 1;Gerencia_6;Subcanal_7;Categoria_2;1
5375;Regional 1;Gerencia_6;Subcanal_6;Categoria_3;1
5376;Regional 1;Gerencia_6;Subcanal_3;Categoria_1;0
5377;Regional 1;Gerencia_6;Subcanal_8;Categoria_5;1
5378;Regional 1;Gerencia_6;Subcanal_2;Categoria_3;1
5379;Regional 1;Gerencia_10;Subcanal_3;Categoria_2;0
5380;Regional 1;Gerencia_10;Subcanal_3;Categoria_2;0
5381;Regional 1;Gerencia_3;Subcanal_3;Categoria_3;1
5382;Regional 1;Gerencia_8;Subcanal_5;Categoria_2;1
5383;Regional 1;Gerencia_11;Subcanal_24;Categoria_5;0
5384;Regional 1;Gerencia_10;Subcanal_8;Categoria_2;1
5385;Regional 1;Gerencia_6;Subcanal_8;Categoria_4;1
5386;Regional 1;Gerencia_7;Subcanal_18;Categoria_2;0
5387;Regional 1;Gerencia_7;Subcanal_23;Categoria_6;1
5388;Regional 1;Gerencia_10;Subcanal_8;Categoria_3;1
5389;Regional 1;Gerencia_10;Subcanal_8;Categoria_1;0
5390;Regional 1;Gerencia_10;Subcanal_8;Categoria_3;0
5391;Regional 1;Gerencia_11;Subcanal_25;Categoria_4;0
5392;Regional 1;Gerencia_10;Subcanal_8;Categoria_5;0
5393;Regional 1;Gerencia_6;Subcanal_23;Categoria_5;1
5394;Regional 1;Gerencia_10;Subcanal_8;Categoria_4;0
5395;Regional 1;Gerencia_10;Subcanal_8;Categoria_6;1
5396;Regional 1;Gerencia_10;Subcanal_5;Categoria_3;1
5397;Regional 1;Gerencia_2;Subcanal_3;Categoria_2;0
5398;Regional 1;Gerencia_7;Subcanal_18;Categoria_3;1
5399;Regional 1;Gerencia_11;Subcanal_25;Categoria_5;0
5400;Regional 1;Gerencia_11;Subcanal_25;Categoria_5;0
5401;Regional 1;Gerencia_11;Subcanal_25;Categoria_4;0
5402;Regional 1;Gerencia_7;Subcanal_17;Categoria_3;1
5403;Regional 1;Gerencia_7;Subcanal_17;Categoria_4;1
5404;Regional 1;Gerencia_7;Subcanal_17;Categoria_4;1
5405;Regional 1;Gerencia_7;Subcanal_17;Categoria_3;1
5406;Regional 1;Gerencia_7;Subcanal_17;Categoria_5;1
5407;Regional 1;Gerencia_7;Subcanal_17;Categoria_6;1
5408;Regional 1;Gerencia_11;Subcanal_25;Categoria_5;1
5409;Regional 1;Gerencia_7;Subcanal_19;Categoria_4;1
5410;Regional 1;Gerencia_7;Subcanal_19;Categoria_3;1
5411;Regional 1;Gerencia_7;Subcanal_19;Categoria_4;1
5412;Regional 1;Gerencia_7;Subcanal_19;Categoria_4;1
5413;Regional 1;Gerencia_7;Subcanal_19;Categoria_3;1
5414;Regional 1;Gerencia_7;Subcanal_19;Categoria_4;1
5415;Regional 1;Gerencia_7;Subcanal_19;Categoria_3;1
5416;Regional 1;Gerencia_7;Subcanal_19;Categoria_3;1
5417;Regional 1;Gerencia_7;Subcanal_17;Categoria_3;1
5418;Regional 1;Gerencia_7;Subcanal_17;Categoria_4;1
5419;Regional 1;Gerencia_7;Subcanal_19;Categoria_2;1
5420;Regional 1;Gerencia_7;Subcanal_19;Categoria_3;1
5421;Regional 1;Gerencia_7;Subcanal_19;Categoria_4;1
5422;Regional 1;Gerencia_7;Subcanal_19;Categoria_4;1
5423;Regional 1;Gerencia_7;Subcanal_19;Categoria_5;0
5424;Regional 1;Gerencia_7;Subcanal_19;Categoria_3;1
5425;Regional 1;Gerencia_7;Subcanal_19;Categoria_3;0
5426;Regional 1;Gerencia_7;Subcanal_19;Categoria_5;1
5427;Regional 1;Gerencia_7;Subcanal_19;Categoria_3;1
5428;Regional 1;Gerencia_7;Subcanal_19;Categoria_5;1
5429;Regional 1;Gerencia_7;Subcanal_17;Categoria_6;1
5430;Regional 1;Gerencia_7;Subcanal_17;Categoria_4;1
5431;Regional 1;Gerencia_7;Subcanal_17;Categoria_3;1
5432;Regional 1;Gerencia_7;Subcanal_17;Categoria_3;1
5433;Regional 1;Gerencia_7;Subcanal_17;Categoria_5;1
5434;Regional 1;Gerencia_7;Subcanal_17;Categoria_3;1
5435;Regional 1;Gerencia_7;Subcanal_17;Categoria_5;1
5436;Regional 1;Gerencia_7;Subcanal_17;Categoria_4;1
5437;Regional 1;Gerencia_7;Subcanal_17;Categoria_4;1
5438;Regional 1;Gerencia_7;Subcanal_17;Categoria_5;1
5439;Regional 1;Gerencia_7;Subcanal_18;Categoria_3;1
5440;Regional 1;Gerencia_7;Subcanal_18;Categoria_4;0
5441;Regional 1;Gerencia_7;Subcanal_18;Categoria_3;0
5442;Regional 1;Gerencia_7;Subcanal_18;Categoria_4;1
5443;Regional 1;Gerencia_7;Subcanal_18;Categoria_3;1
5444;Regional 1;Gerencia_7;Subcanal_18;Categoria_3;1
5445;Regional 1;Gerencia_7;Subcanal_18;Categoria_3;1
5446;Regional 1;Gerencia_7;Subcanal_18;Categoria_3;1
5447;Regional 1;Gerencia_7;Subcanal_18;Categoria_5;1
5448;Regional 1;Gerencia_7;Subcanal_18;Categoria_3;1
5449;Regional 1;Gerencia_7;Subcanal_18;Categoria_4;1
5450;Regional 1;Gerencia_7;Subcanal_19;Categoria_6;1
5451;Regional 1;Gerencia_7;Subcanal_17;Categoria_5;1
5452;Regional 1;Gerencia_7;Subcanal_17;Categoria_4;1
5453;Regional 1;Gerencia_7;Subcanal_17;Categoria_5;1
5454;Regional 1;Gerencia_7;Subcanal_19;Categoria_5;0
5455;Regional 1;Gerencia_7;Subcanal_17;Categoria_3;1
5456;Regional 1;Gerencia_7;Subcanal_17;Categoria_6;1
5457;Regional 1;Gerencia_7;Subcanal_19;Categoria_5;1
5458;Regional 1;Gerencia_7;Subcanal_17;Categoria_4;1
5459;Regional 1;Gerencia_11;Subcanal_9;Categoria_4;0
5460;Regional 1;Gerencia_7;Subcanal_18;Categoria_2;1
5461;Regional 1;Gerencia_7;Subcanal_18;Categoria_2;1
5462;Regional 1;Gerencia_7;Subcanal_20;Categoria_4;0
5463;Regional 1;Gerencia_7;Subcanal_18;Categoria_3;0
5464;Regional 1;Gerencia_7;Subcanal_18;Categoria_4;1
5465;Regional 1;Gerencia_7;Subcanal_22;Categoria_6;0
5466;Regional 1;Gerencia_7;Subcanal_20;Categoria_4;0
5467;Regional 1;Gerencia_10;Subcanal_8;Categoria_2;1
5468;Regional 1;Gerencia_10;Subcanal_8;Categoria_2;0
5469;Regional 1;Gerencia_11;Subcanal_25;Categoria_3;0
5470;Regional 1;Gerencia_10;Subcanal_5;Categoria_3;1
5471;Regional 1;Gerencia_9;Subcanal_3;Categoria_2;1
5472;Regional 1;Gerencia_3;Subcanal_3;Categoria_3;0
5473;Regional 1;Gerencia_2;Subcanal_1;Categoria_4;1
